STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,ETHNIC_POPES_ERP_005,Ethnic group,YEAR_POPES_ERP_005,Year at 30 June,SEX_POPES_ERP_005,Sex,AGE_POPES_ERP_005,Age,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2013,2013,2,Female,003,3 years,22540,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,3,"Total people, sex",4,65 years and over,36500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,3,"Total people, sex",15,70-74 years,10210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,1,Male,062,62 years,2050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,2,Female,013,13 years,7270,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,2,Female,060,60 years,2550,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,2,Female,094,94 years,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,3,"Total people, sex",073,73 years,2030,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2013,2013,3,"Total people, sex",083,83 years,560,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,3,"Total people, sex",999999,"Total people, age",344400,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,1,Male,010,10 years,3800,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,1,Male,037,37 years,1950,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,2,Female,010,10 years,3540,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,2,Female,057,57 years,1200,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,3,"Total people, sex",013,13 years,7030,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,3,"Total people, sex",053,53 years,5980,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,1,Male,2,15-39 years,12900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,2,Female,3,40-64 years,6100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,1,Male,071,71 years,50,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,2,Female,077,77 years,30,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,3,"Total people, sex",023,23 years,1110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,3,"Total people, sex",4,65 years and over,626000,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,1,Male,013,13 years,31780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,1,Male,060,60 years,24120,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,1,Male,087,87 years,3760,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,1,Male,094,94 years,560,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,2,Female,013,13 years,29930,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,3,"Total people, sex",043,43 years,63060,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,3,"Total people, sex",073,73 years,29850,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",02,5-9 years,221190,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,1,Male,024,24 years,21850,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,1,Male,009,9 years,23450,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,2,Female,055,55 years,25240,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",048,48 years,48020,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",088,88 years,8960,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,1,Male,13,60-64 years,13630,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,018,18 years,7430,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,025,25 years,6640,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,035,35 years,4720,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,2,Female,065,65 years,2510,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",050,50 years,9050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,3,"Total people, sex",02,5-9 years,46910,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,029,29 years,3050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,059,59 years,1380,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,089,89 years,90,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,3,"Total people, sex",016,16 years,8210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,3,"Total people, sex",036,36 years,4630,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,3,"Total people, sex",088,88 years,160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,1,Male,11,50-54 years,17630,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,2,Female,06,25-29 years,43650,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,2,Female,005,5 years,5810,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,3,"Total people, sex",018,18 years,10000,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,3,"Total people, sex",025,25 years,17080,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,3,"Total people, sex",035,35 years,17100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,3,"Total people, sex",065,65 years,5010,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,2,Female,074,74 years,60,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,2,Female,089,89 years,10,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,3,"Total people, sex",038,38 years,1560,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,3,"Total people, sex",089,89 years,10,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,1,Male,888,Median age,36,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,1,Male,035,35 years,31710,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,018,18 years,31660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,020,20 years,31850,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,035,35 years,32510,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,050,50 years,33230,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",014,14 years,60900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",046,46 years,67830,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,066,66 years,20600,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,3,"Total people, sex",028,28 years,41370,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,3,"Total people, sex",058,58 years,45830,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,3,"Total people, sex",3,40-64 years,225600,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,1,Male,014,14 years,9760,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,1,Male,031,31 years,6820,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,2,Female,077,77 years,1080,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,3,"Total people, sex",077,77 years,2000,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,08,35-39 years,14990,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,2,Female,01,0-4 years,22590,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,021,21 years,4520,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,034,34 years,3400,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,051,51 years,2170,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,081,81 years,250,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,3,"Total people, sex",033,33 years,6960,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,1,Male,03,10-14 years,31670,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,2,Female,18,85-89 years,2050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",3,40-64 years,272900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,1,Male,086,86 years,400,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,2,Female,064,64 years,3370,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,08,35-39 years,6250,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",01,0-4 years,8290,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,1,Male,036,36 years,1360,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,1,Male,041,41 years,1060,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,1,Male,088,88 years,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,066,66 years,210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,1,Male,2,15-39 years,908900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,1,Male,071,71 years,21700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,1,Male,084,84 years,7560,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,2,Female,010,10 years,33270,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,2,Female,037,37 years,36260,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,2,Female,077,77 years,16920,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",023,23 years,66690,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,1,Male,029,29 years,21840,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,1,Male,031,31 years,22730,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,2,Female,012,12 years,20440,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,2,Female,037,37 years,24640,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,2,Female,038,38 years,23550,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,2,Female,071,71 years,12350,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,19,90-94 years,100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,033,33 years,5060,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,084,84 years,140,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,3,"Total people, sex",056,56 years,3320,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,1,Male,15,70-74 years,870,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,3,"Total people, sex",05,20-24 years,20660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,1,Male,053,53 years,650,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,1,Male,087,87 years,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,2,Female,061,61 years,430,
